OTUid	Kingdom	K_identity	Phylum	P_identity	Class	C_identity	Order	O_identity	Family	F_identity	Genus	G_identity	Species	S_identity
Zotu7515	Bacteria	1	Actinobacteria	0.82	Actinobacteria	0.82	Streptomycetales	0.82	Streptomycetaceae	0.82	Streptomyces	0.82	Streptomyces_rishiriensis	0.74
Zotu7517	Bacteria	1	Actinobacteria	0.96	Actinobacteria	0.96	Streptomycetales	0.96	Streptomycetaceae	0.96	Streptomyces	0.96	Streptomyces_canus	0.96
Zotu7628	Bacteria	1	Actinobacteria	0.82	Actinobacteria	0.82	Streptomycetales	0.82	Streptomycetaceae	0.82	Streptomyces	0.82	Streptomyces_canus	0.75
Zotu7685	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Streptomycetales	1	Streptomycetaceae	1	Streptomyces	1	Streptomyces_rishiriensis	0.87
Zotu7857	Bacteria	1	Actinobacteria	1	Actinobacteria	0.98	Streptomycetales	0.8	Streptomycetaceae	0.8	Streptomyces	0.8	Streptomyces_canus	0.7
Zotu7877	Bacteria	1	Actinobacteria	0.97	Actinobacteria	0.97	Streptomycetales	0.97	Streptomycetaceae	0.97	Streptomyces	0.97	Streptomyces_canus	0.91
Zotu8285	Bacteria	1	Actinobacteria	0.97	Actinobacteria	0.97	Streptomycetales	0.97	Streptomycetaceae	0.97	Streptomyces	0.97	Streptomyces_canus	0.91
Zotu851	Bacteria	1	Actinobacteria	0.96	Actinobacteria	0.96	Streptomycetales	0.95	Streptomycetaceae	0.95	Streptomyces	0.95	Streptomyces_canus	0.73
Zotu9597	Bacteria	1	Actinobacteria	0.89	Actinobacteria	0.89	Streptomycetales	0.89	Streptomycetaceae	0.89	Streptomyces	0.89	Streptomyces_canus	0.89
Zotu964	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Streptomycetales	0.8	Streptomycetaceae	0.8	Streptomyces	0.8	Streptomyces_canus	0.8
Zotu9815	Bacteria	1	Actinobacteria	0.99	Actinobacteria	0.99	Streptomycetales	0.99	Streptomycetaceae	0.99	Streptomyces	0.99	Streptomyces_rishiriensis	0.98
Zotu1087	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Xanthobacteraceae	0.84	Tardiphaga	0.84	Tardiphaga_robiniae	0.84
Zotu1384	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Xanthobacteraceae	0.85	Tardiphaga	0.75	Tardiphaga_robiniae	0.75
Zotu206	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Xanthobacteraceae	1	Tardiphaga	0.99	Tardiphaga_robiniae	0.99
Zotu358	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.96	Xanthobacteraceae	0.96	Tardiphaga	0.96	Tardiphaga_robiniae	0.96
Zotu403	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.96	Xanthobacteraceae	0.96	Tardiphaga	0.96	Tardiphaga_robiniae	0.96
Zotu486	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.89	Xanthobacteraceae	0.89	Tardiphaga	0.89	Tardiphaga_robiniae	0.89
Zotu562	Bacteria	1	Acidobacteria	1	Acidobacteriae	1	Acidobacteriales	1	Acidobacteriaceae	0.97	Terriglobus	0.45	Terriglobus_albidus	0.45
Zotu844	Bacteria	0.95	Proteobacteria	0.95	Gammaproteobacteria	0.95	Burkholderiales	0.95	Burkholderiaceae	0.79	Trinickia	0.77	unknown	unknown
Zotu8338	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	0.99	Oxalobacteraceae	0.99	Undibacterium	0.45	AsCoM_s_310	0.45
Zotu9833	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.99	Burkholderiales	0.99	Oxalobacteraceae	0.91	Undibacterium	0.45	AsCoM_s_310	0.41
Zotu10185	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.92	Variovorax	0.72	Variovorax_boronicumulans	0.72
Zotu10553	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Variovorax	0.39	Variovorax_boronicumulans	0.39
Zotu11090	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.86	Burkholderiales	0.86	Comamonadaceae	0.85	Variovorax	0.65	Variovorax_boronicumulans	0.65
Zotu117	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.99	Burkholderiales	0.99	Comamonadaceae	0.99	Variovorax	0.6	Variovorax_ginsengisoli	0.5
Zotu123	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.99	Burkholderiales	0.99	Comamonadaceae	0.99	Variovorax	0.48	Variovorax_ginsengisoli	0.39
Zotu140	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Variovorax	0.47	Variovorax_ginsengisoli	0.36
Zotu198	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Variovorax	0.45	Variovorax_boronicumulans	0.45
Zotu199	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.99	Burkholderiales	0.99	Comamonadaceae	0.98	Variovorax	0.5	Variovorax_boronicumulans	0.5
Zotu2001	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Variovorax	0.74	Variovorax_boronicumulans	0.42
Zotu229	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.99	Burkholderiales	0.99	Comamonadaceae	0.98	Variovorax	0.46	Variovorax_boronicumulans	0.46
Zotu245	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.81	Burkholderiales	0.81	Comamonadaceae	0.81	Variovorax	0.41	Variovorax_ginsengisoli	0.32
Zotu2942	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Variovorax	0.49	AsCoM_s_280	0.24
Zotu300	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Variovorax	0.86	Variovorax_boronicumulans	0.5
Zotu4273	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.7	Variovorax	0.49	Variovorax_boronicumulans	0.49
Zotu4551	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.8	Variovorax	0.56	Variovorax_boronicumulans	0.56
Zotu5511	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.99	Variovorax	0.51	Variovorax_boronicumulans	0.51
Zotu5782	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.66	Variovorax	0.51	Variovorax_boronicumulans	0.51
Zotu6973	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Oxalobacteraceae	0.53	Variovorax	0.33	Variovorax_boronicumulans	0.33
Zotu8369	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	0.95	Comamonadaceae	0.93	Variovorax	0.52	Variovorax_ginsengisoli	0.4
Zotu8623	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.89	Variovorax	0.7	Variovorax_boronicumulans	0.7
Zotu9	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Variovorax	0.44	Variovorax_boronicumulans	0.27
Zotu9114	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.41	Variovorax	0.3	Variovorax_boronicumulans	0.3
